3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
13,30,32,33,32,32,32,32,34,33,34,32,32,32,32,32,40,32,32,15
13,32,32,32,50,32,32,42,32,70,32,42,32,32,40,40,32,50,50,15
13,32,33,50,32,32,32,32,42,33,42,32,32,40,32,32,33,32,33,15
13,72,73,74,32,32,32,32,32,32,32,32,32,71,32,50,32,33,30,15
13,32,32,32,32,32,32,32,32,32,32,32,32,40,32,33,32,32,50,15
13,40,71,40,40,32,34,32,32,32,32,33,32,40,42,32,50,33,32,15
13,32,32,32,34,32,32,32,32,32,32,32,32,32,40,40,32,32,32,15
13,60,32,32,40,32,32,50,32,32,32,32,34,50,32,32,40,32,32,15
23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25
